ATCF,Name,rows,dat,Lat,Lon,MaxW,MinP,34NE,34SE,34SW,34NW,50NE,50SE,50SW,50NW,64NE,64SE,64SW,64NW,Rad
AL151995,MARILYN,79,1995-09-24,32.9,-56.9,30.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-25,31.0,-55.0,27.5,1005.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-26,31.6,-53.2,22.5,1008.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-27,32.7,-51.6,20.0,1012.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-28,34.2,-50.1,20.0,1013.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-29,35.0,-47.9,20.0,1014.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-09-30,34.8,-50.2,20.0,1016.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL151995,MARILYN,79,1995-10-01,35.2,-51.7,20.0,1016.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-09-26,10.9,-38.9,28.3,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-09-27,13.1,-41.3,42.5,1001.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-09-28,15.5,-42.5,63.8,989.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-09-29,18.5,-41.0,65.0,987.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-09-30,19.9,-40.2,53.8,993.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-01,20.8,-40.3,45.0,1000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-02,24.1,-40.4,43.8,1000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-03,28.1,-42.5,46.2,999.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-04,31.4,-42.8,58.8,991.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-05,32.5,-39.9,61.2,989.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-06,33.1,-34.2,38.8,1000.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL161995,NOEL,45,1995-10-07,35.5,-28.8,30.0,996.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-09-27,19.3,-87.6,25.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-09-28,19.4,-88.4,25.0,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-09-29,20.0,-88.2,28.8,1002.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-09-30,21.2,-89.5,41.2,995.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-01,20.8,-91.7,52.5,983.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-02,21.5,-92.2,68.8,971.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-03,24.2,-90.5,93.8,955.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-04,29.6,-87.5,100.0,939.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-05,39.1,-83.0,37.5,987.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL171995,OPAL,39,1995-10-06,43.9,-77.5,32.5,999.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,PABLO,16,1995-10-04,8.7,-33.1,30.0,1008.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,PABLO,16,1995-10-05,11.2,-40.9,43.8,1000.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,PABLO,16,1995-10-06,12.4,-48.0,46.2,998.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,PABLO,16,1995-10-07,12.6,-53.2,45.0,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL181995,PABLO,16,1995-10-08,12.1,-57.5,30.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-07,14.3,-82.6,25.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-08,16.1,-83.1,32.5,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-09,18.6,-83.5,56.2,992.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-10,19.9,-86.7,94.2,963.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-11,19.6,-90.3,68.8,988.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-12,19.9,-92.7,55.0,993.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-13,21.6,-93.8,56.2,985.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-14,21.9,-93.1,70.0,979.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-15,20.6,-91.7,73.8,981.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-16,20.6,-92.3,63.8,989.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-17,21.4,-93.2,47.5,1001.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-18,22.3,-94.8,32.5,1007.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-19,22.2,-95.5,30.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL191995,ROXANNE,56,1995-10-20,20.5,-95.7,25.0,1010.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995,SEBASTIEN,19,1995-10-20,15.6,-54.8,31.2,1004.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995,SEBASTIEN,19,1995-10-21,20.1,-56.5,40.0,1006.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995,SEBASTIEN,19,1995-10-22,21.6,-58.1,47.5,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995,SEBASTIEN,19,1995-10-23,19.3,-61.4,37.5,1003.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL201995,SEBASTIEN,19,1995-10-24,17.9,-63.9,26.2,1007.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-26,24.6,-59.2,30.0,1004.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-27,26.4,-57.5,37.5,999.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-28,27.6,-55.2,52.5,993.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-29,30.8,-54.8,66.2,983.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-30,33.5,-52.4,72.5,977.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-10-31,36.6,-44.4,73.8,973.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-11-01,38.0,-33.3,58.8,972.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL211995,TANYA,29,1995-11-02,46.1,-24.2,47.5,974.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-17,27.7,-78.3,25.0,1009.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-18,31.0,-78.7,31.2,1006.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-19,34.3,-76.8,37.5,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-20,37.0,-70.8,30.0,1003.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-21,38.5,-53.9,42.5,998.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL011996,ARTHUR,22,1996-06-22,42.5,-40.0,45.0,993.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-04,10.0,-35.1,30.0,1008.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-05,12.2,-42.7,35.0,1005.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-06,14.6,-51.9,47.5,999.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-07,16.9,-59.3,70.0,990.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-08,19.1,-65.5,81.2,972.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-09,23.0,-71.8,88.8,968.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-10,26.9,-76.1,77.5,968.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-11,30.3,-78.1,71.2,980.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-12,34.4,-77.8,78.0,981.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-13,41.2,-72.9,58.8,994.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-14,47.5,-59.2,48.8,995.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-15,55.2,-44.0,40.0,992.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL021996,BERTHA,51,1996-07-16,60.0,-40.5,41.2,991.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,CESAR,18,1996-07-24,11.9,-64.6,26.7,1008.3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,CESAR,18,1996-07-25,12.3,-70.3,40.0,1002.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,CESAR,18,1996-07-26,11.9,-76.5,51.2,999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,CESAR,18,1996-07-27,12.0,-82.2,70.0,990.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL031996,CESAR,18,1996-07-28,12.9,-87.1,42.5,999.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-18,17.3,-80.2,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-19,18.4,-83.7,43.8,1006.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-20,19.2,-88.1,53.0,1000.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-21,19.7,-91.2,35.0,1002.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-22,20.8,-94.7,52.5,993.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-23,21.6,-100.1,42.5,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL041996,DOLLY,25,1996-08-24,21.7,-105.7,20.0,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-19,12.4,-20.7,25.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-20,12.6,-24.6,25.0,1007.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-21,13.1,-29.8,28.8,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-22,13.6,-35.0,43.8,1000.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-23,14.0,-40.4,68.8,984.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-24,14.8,-45.3,108.8,951.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-25,16.7,-50.2,125.0,935.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-26,18.7,-55.0,123.8,941.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-27,20.6,-59.9,117.5,949.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-28,22.6,-65.2,110.0,958.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-29,25.1,-69.1,118.8,944.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-30,28.9,-70.5,113.8,941.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-08-31,33.4,-70.1,101.2,955.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-01,38.1,-69.8,82.5,960.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-02,41.5,-67.1,62.5,974.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-03,42.9,-61.3,50.0,994.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-04,43.5,-52.6,48.8,994.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-05,44.4,-46.5,42.5,994.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL051996,EDOUARD,73,1996-09-06,49.0,-42.0,40.0,991.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-23,14.1,-23.8,26.2,1010.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-24,14.2,-30.1,27.5,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-25,14.8,-36.0,25.0,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-26,15.0,-42.0,30.0,1007.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-27,14.7,-46.9,42.5,1002.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-28,16.2,-52.9,61.2,989.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-29,18.7,-57.9,65.0,989.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-30,20.3,-60.7,61.2,988.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-08-31,21.6,-62.0,65.0,981.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-01,22.7,-64.4,73.8,979.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-02,24.0,-68.4,76.2,976.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-03,25.5,-72.6,90.0,963.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-04,28.3,-75.8,105.0,951.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-05,33.2,-77.9,93.0,956.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-06,38.6,-79.7,32.5,995.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-07,42.4,-80.2,30.0,999.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-08,44.7,-76.6,23.8,1001.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL061996,FRAN,72,1996-09-09,46.1,-71.1,15.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-25,12.7,-23.6,30.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-26,12.2,-27.1,30.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-27,10.7,-31.4,31.2,1006.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-28,12.1,-34.9,37.5,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-29,14.8,-38.1,37.5,1005.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-30,16.9,-40.7,35.0,1006.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-08-31,19.1,-43.5,35.0,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL071996,GUSTAV,29,1996-09-01,20.9,-46.5,31.7,1008.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-03,14.8,-43.3,28.8,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-04,14.8,-48.0,30.0,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-05,14.4,-52.9,30.0,1006.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-06,15.1,-56.5,31.2,1005.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-07,15.9,-60.8,46.2,999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-08,16.1,-63.8,62.5,991.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-09,17.0,-65.9,70.0,988.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-10,19.2,-68.7,68.8,984.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-11,21.9,-70.8,97.5,967.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-12,25.4,-71.6,116.2,945.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-13,32.3,-69.8,95.0,949.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-14,43.0,-63.9,73.0,969.6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL081996,HORTENSE,53,1996-09-15,45.8,-54.5,43.8,993.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-24,9.5,-26.0,30.0,1006.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-25,11.1,-32.2,56.2,991.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-26,13.0,-37.8,77.5,975.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-27,15.4,-42.3,96.2,963.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-28,19.4,-42.9,86.2,971.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-29,23.4,-40.7,63.8,987.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-09-30,29.1,-40.2,41.2,998.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-10-01,37.0,-40.1,26.2,1009.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL091996,ISIDORE,33,1996-10-02,43.0,-36.0,20.0,1015.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-04,23.0,-96.1,28.3,1003.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-05,24.4,-95.2,30.0,1002.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-06,25.4,-91.2,38.8,998.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-07,29.1,-84.8,57.0,984.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-08,37.2,-74.9,45.0,984.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-09,45.5,-63.5,45.0,983.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-10,50.5,-46.8,45.0,984.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-11,51.0,-24.2,45.0,985.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-12,52.6,-15.8,52.5,975.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-13,56.8,-16.2,48.8,977.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-14,62.1,-23.0,45.0,973.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL101996,JOSEPHINE,47,1996-10-15,63.0,-29.3,35.0,987.7,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111996,KYLE,7,1996-10-11,16.8,-87.3,40.0,1002.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL111996,KYLE,7,1996-10-12,15.8,-88.2,27.5,1010.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-14,13.8,-81.2,25.0,1005.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-15,16.4,-83.2,31.2,1001.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-16,18.4,-84.0,52.5,994.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-17,20.8,-82.9,70.0,983.2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-18,22.7,-79.6,85.0,974.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-19,26.3,-70.4,87.5,963.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
AL121996,LILI,60,1996-10-20,31.3,-62.0,76.2,973.8,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
